年度/Year,月份/Month,日期/Date,石門風電/Shimen Wind Power,林口風電/Linkou Wind Power,蘆竹風電/Luzhu Wind Power,觀園風電/Guanyuan Wind Power,大潭風電/Datan Wind Power,新竹香山風電/Hsinchu Xiangshan Wind Power,台中港區風電/Taichung Harbor Wind Power,台中電廠風電/Taichung Power Plant Wind Power,彰工風電/Changgong Wind Power,彰化王功風電/Changhua Wanggong Wind Power,彰化永興風電/Changhua Yongxing Wind Power,雲林麥寮風電/Yunlin Mailiao Wind Power,雲林四湖風電/Yunlin Sihu Wind Power,恆春風電/Hengchun Wind Power,中屯風電/Zhongtun Wind Power,澎湖湖西風電/Penghu Huxi Wind Power,金沙風電/Jinsha Wind Power,龍門風電/Longmen Wind Power,每日發電量(度)/Daily Power Generation(kWh)
2019,1,29,"16,182","39,752","27,072","280,207","113,703","44,720","108,521","9,031","503,144","174,697",0,"287,918","172,003","31,804","60,133","54,352","17,057",0,1940296
2019,1,30,308,"5,142","2,932","18,402","5,917",336,"17,666","2,431","147,251","49,321",0,"57,836","45,107","44,086","16,159","13,446","2,824",0,429164
2019,1,31,"22,560","49,456","58,003","249,004","117,882","54,948","117,799","9,497","369,035","125,052",0,"180,761","108,599","5,857","15,899","19,155","16,232",0,1519739
2019,2,1,"38,722","94,354","109,863","579,937","246,953","153,127","447,149","35,988","1,349,952","483,317",0,"827,048","472,590","90,530","78,165","124,171","72,853",0,"5,204,719"
2019,2,2,"2,915","1,202","1,453","14,192","7,399","4,618","28,153","2,729","180,989","49,406",0,"84,225","71,406","64,122","19,765","24,723","5,945",0,"563,242"
2019,2,3,154,"1,032","2,365","24,171","7,045","3,605","6,080",719,"51,835","17,159",0,"10,594","75,335","27,381",542,"1,157","2,042",0,"231,216"
2019,2,4,"17,861","108,849","112,803","570,199","265,440","128,222","358,913","23,669","1,043,690","324,851",0,"562,627","321,986","26,530","40,724","81,727","51,579",0,"4,039,670"
2019,2,5,"1,330","23,334","26,314","194,376","63,555","31,434","81,635","5,177","281,267","82,271",0,"110,747","78,326","14,350","14,738","30,709","3,082",0,"1,042,645"
2019,2,6,"5,913","3,451","7,052","43,177","13,521","16,675","24,283","2,006","86,370","20,204",0,"35,372","34,866","27,273",755,"2,278","1,290",0,"324,486"
2019,2,7,"20,481","47,428","51,958","235,413","98,332","56,870","58,848","4,252","174,629","41,363",0,"32,514","30,857","8,154","1,248","2,987","13,850",0,"879,184"
2019,2,8,"34,795","97,207","91,932","523,107","147,476","86,718","299,723","20,782","1,004,744","339,323",0,"574,083","339,465","35,541","56,465","77,475","65,851",0,"3,794,687"
2019,2,9,"25,590","76,049","81,074","374,751","147,730","68,689","265,596","17,135","870,296","261,208",0,"405,402","254,220","7,615","61,133","68,358","41,998",0,"3,026,844"
2019,2,10,"25,385","82,305","98,877","690,727","191,734","72,819","312,264","21,922","1,073,230","337,608",0,"542,899","333,815","15,953","80,825","97,435","44,561",0,"4,022,359"
2019,2,11,"32,689","128,072","146,192","699,723","282,679","126,699","416,068","30,178","1,268,372","442,970",0,"730,332","409,299","39,109","85,127","120,389","62,692",0,"5,020,590"
2019,2,12,"14,236","77,407","93,966","464,601","141,714","29,742","139,715","16,940","772,030","242,016",0,"389,798","278,664","41,922","60,516","81,751","26,370",0,"2,871,388"
2019,2,13,"24,006","54,087","59,076","328,455","103,441","63,987","242,113","19,259","907,086","315,134",0,"520,020","281,401","10,149","48,830","58,552","31,390",0,"3,066,986"
2019,2,14,"10,566","39,699","42,647","284,017","79,300","45,073","200,979","8,796","834,492","268,733",0,"417,482","249,182","21,438","61,264","69,046","20,447",0,"2,653,161"
2019,2,15,720,"7,121","9,790","46,914","12,508","3,520","27,132","2,693","201,817","64,381",0,"83,454","56,508","4,103","15,776","16,272","2,692",0,"555,401"
2019,2,16,"30,644","97,762","98,004","488,446","158,417","63,555","198,337","13,552","746,823","243,560",0,"391,591","245,995","6,603","53,151","60,298","41,523",0,"2,938,261"
2019,2,17,"52,586","126,295","154,841","659,633","316,872","126,265","366,308","26,789","1,160,614","389,112",0,"662,992","470,055","41,825","63,127","121,382","70,560",0,"4,809,256"
2019,2,18,"18,233","18,923","32,145","318,236","112,732","24,094","117,605","8,429","458,355","139,997",0,"177,204","120,443","36,089","26,150","57,443","18,795",0,"1,684,873"
2019,2,19,"4,947","5,291","9,269","42,329","16,179","14,263","29,230","3,036","117,569","36,926",0,"52,480","55,127","3,519","6,859","10,446",633,0,"408,103"
2019,2,20,830,"4,333","7,868","52,805","19,881","13,572","52,789","4,216","227,101","22,124",0,"74,916","48,879","4,933","11,010","11,536","5,677",0,"562,470"
2019,2,21,"8,376","34,031","38,375","251,348","75,274","30,436","117,736","9,173","532,602","56,617",0,"150,314","102,041","6,341","27,822","27,101","15,083",0,"1,482,670"
2019,2,22,"15,207","64,638","73,635","362,610","124,497","71,556","328,795","24,442","898,870","72,433",0,"471,428","308,726","12,006","60,573","58,829","27,393",0,"2,975,638"
2019,2,23,"45,362","116,052","138,974","589,557","240,181","139,116","437,714","30,237","578,769","112,217",0,"661,098","440,746","84,212","94,842","126,456","71,793",0,"3,907,326"
2019,2,24,"43,900","75,397","94,312","512,021","183,978","48,176","189,507","12,495","392,761","149,674",0,"329,239","238,618","61,914","81,586","114,061","40,271",0,"2,567,910"
2019,2,25,"9,946","48,859","56,328","324,085","118,062","50,299","336,112","25,496","508,758","67,184",0,"591,368","336,718","26,673","68,197","79,216","23,000",0,"2,670,301"
2019,2,26,"20,996","65,556","83,853","490,502","176,043","58,549","219,334","15,826","778,993",0,0,"332,726","245,826","33,786","70,537","74,856","27,195",0,"2,694,578"
2019,2,27,292,"3,851","4,667","23,300","6,977",79,"38,983","2,423","170,216",0,0,"72,043","60,177","8,142","13,075","11,638",695,0,"416,558"
2019,2,28,"14,002","50,864","53,638","315,605","102,655","46,816","257,740","20,001","883,372",0,0,"435,813","253,995","11,602","51,542","49,981","21,020",0,"2,568,646"
2019,3,1,22299,60714,57394,392939,107752,49039,243129,20295,1029431,0,0,416432,270694,33773,56653,53494,13445,0,2827483
2019,3,2,1660,100326,6497,69596,16846,5008,13521,1269,117099,0,0,50829,38801,3845,10829,9708,2839,0,448673
2019,3,3,3891,44901,15167,75566,25041,30114,69788,6735,312751,0,0,196318,171456,32389,18329,19948,1011,0,1023405
2019,3,4,25353,25312,64037,317975,135089,71106,280140,20583,891650,96156,0,362083,220180,33966,54641,52385,26154,0,2676810
2019,3,5,28451,36401,65413,191999,78984,37412,82640,6167,298843,89809,0,178264,140962,65385,41391,40508,28559,0,1411188
2019,3,6,20348,26990,42939,206238,70855,57916,148797,10968,528932,165854,0,298832,209811,26099,40797,43584,20070,0,1919030
2019,3,7,48666,73564,135886,535615,252782,168660,540930,35550,1454509,500307,0,734764,448951,105572,109358,128834,89999,0,5363947
2019,3,8,55415,66773,124151,547742,269193,42888,175233,13016,684842,196124,0,279249,214731,98272,106871,112235,63564,0,3050299
2019,3,9,1535,1047,3008,38348,11232,5119,43296,3196,183374,43101,0,47710,39626,34594,51157,42875,10775,0,559993
2019,3,10,7204,18559,23589,132593,38808,28289,120506,6793,476230,121870,0,180422,108920,23126,21926,18799,1819,0,1329453
2019,3,11,11305,15056,26107,170713,89063,29533,139496,5124,631176,160533,0,278683,129006,53282,59667,49873,15099,0,1863716
2019,3,12,15214,26683,35806,160266,80033,31617,115473,6388,461985,136657,0,211389,123319,78096,50280,51785,10074,0,1595065
2019,3,13,29989,39593,76348,186082,44489,1582,3436,650,33457,14546,0,30869,22123,71421,19861,12972,29901,0,617319
2019,3,14,21787,25851,39648,199935,54447,31206,158086,11616,524139,178107,0,242642,179760,24374,41647,39609,29200,0,1802054
2019,3,15,15569,40877,53042,366214,158672,138924,458676,32068,1361026,466525,0,680189,451711,35979,107448,129282,45351,0,4541553
2019,3,16,36361,59199,70030,282028,161365,37212,12430,1332,81681,10651,0,19917,15148,68269,68885,65073,54921,0,1044502
2019,3,17,13278,7293,8881,55022,25673,19675,127943,10531,596886,170113,0,261920,136853,7441,56153,44699,17737,0,1560098
2019,3,18,9413,1052,2594,16181,9529,8330,26353,1995,123029,40663,0,56992,34640,3259,13427,10004,1411,0,358872
2019,3,19,14580,28030,40558,188883,73505,26452,128416,8926,393127,119155,0,163319,93581,38526,22279,19058,18570,0,1376965
2019,3,20,9113,7561,8563,66360,58908,76574,40776,671,137855,38356,0,103908,86839,27027,8874,7011,6433,0,684829
2019,3,21,4824,19465,22065,249497,170815,141320,96687,3015,263614,72591,0,107846,75767,15674,10138,11619,22117,0,1287054
2019,3,22,41381,70987,106264,541402,222725,70909,271239,18443,820203,269312,0,389478,204547,14270,70659,58193,63450,0,3233462
2019,3,23,46879,84538,145940,645561,321689,182582,494553,37105,1493566,504649,0,800147,487960,101680,106372,130168,86870,0,5670259
2019,3,24,36450,31629,45879,220384,127761,43557,77358,5319,296571,100105,0,127057,82195,82236,85952,99385,49785,0,1511623
2019,3,25,3098,2726,11180,35373,12386,8041,42381,3024,187377,50381,0,70122,39498,15776,19973,20104,2228,0,523668
2019,3,26,22840,15881,79375,352086,94372,50185,187967,12056,748021,226425,0,344829,197967,41311,61247,57975,20861,0,2513398
2019,3,27,2040,2213,4727,19889,6323,3599,3363,313,33287,14069,0,20174,18694,19454,7536,6164,5326,0,167171
2019,3,28,16387,24561,34657,259603,198758,131179,92907,2048,208876,62178,0,106724,62932,16485,8168,8240,27937,0,1261640
2019,3,29,11854,18410,29428,148131,58736,48684,75548,5226,221419,72724,0,120788,86703,38651,18002,15777,15073,0,985154
2019,3,30,13523,16724,24244,180415,72890,52221,205335,13695,661631,183403,0,239661,145652,43892,37849,27780,14060,0,1932975
2019,3,31,61091,81047,151163,650048,278671,162416,356056,24879,1065824,335689,0,537338,321258,82853,93377,94647,83827,0,4380184
2019,4,1,55076,66789,115061,544624,266208,134898,308604,19229,1053636,308466,0,506238,280592,106005,100443,108688,85999,0,4060556
2019,4,2,20634,30601,33481,63519,46978,13282,46736,3705,210684,60829,0,94669,64175,50476,59904,44112,29119,0,872904
2019,4,3,16545,11188,25819,148465,52764,14239,190349,16143,855291,292515,0,482974,279864,5362,81261,66486,38080,0,2577345
2019,4,4,17363,9586,17331,125885,43999,27741,101546,7174,412811,110175,0,151420,114260,7980,49919,44076,13372,0,1254638
2019,4,5,3800,3467,6109,27393,15908,9744,56449,3406,171169,46102,0,61357,58515,32693,5239,6929,730,0,509010
2019,4,6,791,1021,1004,4478,2878,1567,7338,717,46326,12960,0,12455,7215,8913,2684,3980,2648,0,116975
2019,4,7,12127,14606,17965,86618,77336,98692,52821,1020,95850,23185,0,28484,13102,36489,5268,6182,3342,0,573087
2019,4,8,0,0,1129,3905,1173,488,7457,644,35952,12907,0,9204,5619,596,3575,5168,2302,0,90119
2019,4,9,2236,22784,36259,239198,168592,128126,102542,2087,248522,81589,0,218104,120447,10744,13071,13200,36610,0,1444111
2019,4,10,34762,46686,69910,460436,253697,127098,90821,2771,185360,44495,0,65499,54900,46318,13396,9869,24210,0,1530228
2019,4,11,18762,21632,40758,230179,87402,36286,118710,8947,460431,140604,0,211960,118662,19235,32677,28337,25666,0,1600248
2019,4,12,36860,62328,94336,470663,225905,92860,373716,29031,1234700,425680,0,630434,363932,93721,94278,109953,50702,0,4389099
2019,4,13,3694,6954,6696,31938,15642,23508,75030,6211,356642,112995,0,172654,124923,46899,46881,44894,11045,0,1086606
2019,4,14,11071,37833,42776,218716,89401,41826,236417,18046,855336,259402,0,380793,229998,4025,39676,41831,17961,0,2525108
2019,4,15,44770,78742,104874,471319,254975,61359,325327,21471,1185781,388332,0,537808,301302,96193,93265,109004,79643,0,4154165
2019,4,16,6306,8974,12228,91389,35293,1076,77996,1698,304002,94122,0,122677,80686,31097,38759,32781,4168,0,943252
2019,4,17,0,20096,21014,91394,49324,29921,131865,8888,444361,121685,0,166996,115355,36838,16025,17785,1765,0,1273312
2019,4,18,0,3293,2805,5412,2451,2559,4683,521,33224,11272,0,6009,13794,25735,1237,1352,2653,0,117000
2019,4,19,0,953,3203,11779,12499,11887,19130,4150,181436,52344,0,92130,73472,8729,20714,20223,3428,0,516077
2019,4,20,383,251,1014,6994,4872,302,9330,926,50687,10114,0,3919,1300,7825,66,464,46,0,98493
2019,4,21,1196,1170,1457,30834,51286,41105,42748,1124,112135,31152,0,34635,28337,10911,4371,6480,1449,0,400390
2019,4,22,12,3683,3612,22013,19240,19316,46928,1678,117721,31214,0,54293,35515,14464,7840,9272,10698,0,397499
2019,4,23,2415,8539,12716,106748,90746,78273,93358,3901,237352,54749,0,70139,43372,24171,10501,10512,20114,0,867606
2019,4,24,4935,9268,25343,168608,125386,88480,113088,3017,262398,69123,0,109516,69009,25365,14630,14989,27325,0,1130480
2019,4,25,7142,23142,43407,348960,250095,108322,141535,5807,444949,112088,0,155745,88765,56149,15201,17126,20123,0,1838556
2019,4,26,16682,50685,52093,295679,117990,35960,87483,6468,301890,81438,0,105648,50629,6248,17492,14944,20250,0,1261579
2019,4,27,55338,109239,127040,587733,316058,50866,259804,19213,840406,242967,0,369587,236824,19822,89889,77405,59811,0,3462002
2019,4,28,8753,6792,11695,73236,51955,12993,73073,6335,305889,74922,0,97073,73221,10695,23246,19236,6825,0,855939
2019,4,29,55,209,892,3313,4093,375,2386,123,4177,2307,0,2624,1140,8108,223,436,2682,0,33143
2019,4,30,6887,23054,21999,155845,118789,87735,77490,2663,246225,88594,0,202756,123527,31042,9452,11138,18517,0,1225713
2019,5,1,"20,933","49,653","55,442","291,494","113,122","58,387","203,872","17,506","988,429","271,826",0,"476,102","234,354","37,348","67,645","66,456","40,232",0,"2,992,801"
2019,5,2,"26,749","43,962","28,591","242,076","180,764","59,978","98,784","8,227","468,819","101,018",0,"131,350","84,472","104,023","107,802","114,882","50,823",0,"1,852,320"
2019,5,3,"37,932","85,437","86,926","422,206","243,075","99,288","257,209","22,702","978,878","272,882",0,"337,863","196,970","100,774","100,075","122,455","61,688",0,"3,426,360"
2019,5,4,"18,978","65,349","44,736","246,398","110,857","4,097","2,876",171,"24,837","14,270",0,"42,094","28,946","53,206","40,009","27,391","46,188",0,"770,403"
2019,5,5,"17,096","63,805","42,218","79,414","42,486","1,716",24,129,"11,113","7,168",0,"8,952","10,613","55,035","25,159","14,915","22,491",0,"402,334"
2019,5,6,"27,585","58,215","84,450","340,168","205,847","93,180","176,107","11,923","592,448","156,422",0,"218,037","138,667","90,584","64,502","70,727","77,358",0,"2,406,220"
2019,5,7,"56,961","83,556","91,711","508,149","287,023","168,998","350,698","24,750","1,124,958","369,751",0,"481,227","291,410","93,291","108,055","127,095","87,163",0,"4,254,796"
2019,5,8,"15,421","47,093","48,157","285,714","90,164","13,117","62,018","6,011","345,496","100,067",0,"141,064","108,725","41,805","87,769","75,666","22,981",0,"1,491,268"
2019,5,9,"5,295","29,932","34,553","242,815","74,383","20,391","83,486","4,995","397,524","96,108",0,"124,664","57,221","8,655","55,414","38,637","9,856",0,"1,283,929"
2019,5,10,"10,051","13,417","25,148","306,386","113,231","23,087","125,286","10,621","521,010","156,945",0,"214,369","135,903","37,149","69,581","51,540","22,221",0,"1,835,945"
2019,5,11,"6,622","32,060","36,656","273,503","95,074","33,924","127,018","10,670","518,805","141,645",0,"199,089","123,701","16,230","45,599","37,373","14,333",0,"1,712,302"
2019,5,12,"14,325","27,938","32,977","230,827","73,259","15,724","41,192","4,430","249,190","65,025",0,"65,480","67,484","16,827","21,467","16,562","12,079",0,"954,786"
2019,5,13,"1,941","14,408","6,011","25,858","8,350","1,256","1,407",0,"4,636","3,092",0,"1,425","5,558","3,338","1,365",977,720,0,"80,342"
2019,5,14,"5,797","3,536","5,348","32,967","10,967","8,391","7,521",503,"17,667","6,654",0,"2,169","1,064","17,078",469,620,0,0,"120,751"
2019,5,15,536,139,533,958,806,340,"6,463",95,"16,539","10,488",0,"12,389","10,095","3,644","2,220","2,113",0,0,"67,358"
2019,5,16,"18,486","37,073","42,668","283,616","213,948","68,446","63,241","2,718","205,088","59,844",0,"87,714","44,872","49,926","14,714","9,263",0,0,"1,201,617"
2019,5,17,"5,000","29,679","35,680","292,241","196,467","134,322","132,122","7,874","427,539","132,168",0,"237,384","129,142","44,942","32,723","25,020","4,793",0,"1,867,096"
2019,5,18,"12,405","31,374","36,863","246,900","170,304","93,729","97,400","3,573","426,292","179,611",0,"320,509","248,165","36,880","42,051","27,749","7,350",0,"1,981,155"
2019,5,19,"1,832","31,418","44,322","412,578","225,011","140,904","62,548","3,030","252,105","78,667",0,"157,955","83,609","47,045","25,502","19,052","33,762",0,"1,619,340"
2019,5,20,"20,916","55,611","65,933","372,899","183,311","103,274","153,266","10,907","547,753","118,065",0,"158,544","101,441","45,656","15,362","48,591","41,867",0,"2,043,396"
2019,5,21,"7,476","18,456","23,812","261,184","113,012","67,970","104,162","9,582","518,826","94,693",0,"76,037","59,496","78,271",0,"81,298","22,649",0,"1,536,924"
2019,5,22,578,"1,067",337,"2,048","4,198",331,"13,214","1,560","85,636","21,876",0,"38,594","35,998","8,495",0,"11,041",953,0,"225,926"
2019,5,23,"4,595","17,887","16,716","26,123","15,124","3,327","22,369","2,445","142,786","33,082",0,"43,091","28,809","10,901",0,"10,832","6,248",0,"384,335"
2019,5,24,"17,142","50,472","38,278","18,055","4,908",477,"1,154",240,"12,708","5,317",0,"10,422","12,553","31,910",0,"5,275","9,170",0,"218,081"
2019,5,25,"3,081","12,794","4,581","1,643","1,248",342,"1,119",379,"29,061","11,237",0,"17,163","21,254","37,077",0,"1,588",78,0,"142,645"
2019,5,26,0,811,"1,567","2,866","4,698","1,036","5,485",841,"35,665","10,228",0,"5,613","2,299","40,882",0,861,"1,117",0,"113,969"
2019,5,27,586,"4,582","3,999","22,349","12,752","5,123","7,480",406,"32,794","8,487",0,"12,394","7,366","3,749",0,"7,511","4,319",0,"133,897"
2019,5,28,"16,480","66,743","74,471","306,615","99,240","38,971","108,603","6,474","360,284","81,213",0,"133,656","52,887","6,460","15,611","23,957","40,970",0,"1,432,635"
2019,5,29,"9,789","58,684","66,215","335,669","129,372","69,888","339,004","22,693","1,074,368","282,647",0,"463,105","268,353","68,275","47,708","75,816","43,519",0,"3,355,105"
2019,5,30,"1,381","2,088","2,302","14,320","10,022","3,297","38,254","4,244","227,133","54,944",0,"74,384","66,284","13,553","30,601","48,347","5,983",0,"597,137"
2019,5,31,308,278,"2,578","14,818","5,891",677,"1,569",187,"7,775","3,596",0,"7,288","4,579","2,925",576,798,"2,450",0,"56,293"
2019,6,1,118,2841,2394,19124,26349,33520,39719,1399,140268,46190,0,86715,54137,10799,"3,976","4,196",10930,0,482675
2019,6,2,6144,52031,69734,335033,246829,164207,143113,6354,420876,109973,0,182209,97072,28306,"26,656","20,000",33374,0,1941911
2019,6,3,4017,22943,33050,211534,218549,138323,68844,2581,261771,70031,0,124661,58350,30322,"10,983","10,508",31350,0,1297817
2019,6,4,5895,8792,9071,65523,84588,52642,54385,6019,150435,28938,0,53090,41926,9548,"5,299","8,278",7306,0,591735
2019,6,5,4,18,393,422,590,207,3546,411,17803,6361,0,8044,5868,921,"5,074","3,184",5747,0,58593
2019,6,6,1509,16855,14771,66764,53723,53936,38205,2010,132560,37665,0,101240,73755,10912,"4,322","9,372",13572,0,631171
2019,6,7,1155,20688,25012,128298,141608,76027,61536,2333,177210,50955,0,95298,65069,5999,"6,375","8,815",12519,0,878897
2019,6,8,6615,14427,24761,187057,206176,99620,70155,2120,181854,49481,0,33815,50549,28469,"15,250","10,332",35172,0,1015853
2019,6,9,19626,53896,85336,396531,244305,150626,128661,5658,374203,87048,0,67810,96495,37283,"19,481","13,061",43596,0,1823616
2019,6,10,17043,27484,36730,138616,233709,122687,94907,6737,309993,101638,0,127584,126019,18886,"15,911","12,894",13182,0,1404020
2019,6,11,3828,12970,22725,0,82654,37024,51931,5200,205285,78964,0,147768,91971,19274,"21,594","18,620",25370,0,825178
2019,6,12,3231,14190,19737,0,53502,6459,15777,567,29152,3362,0,32753,0,298,"12,010","7,736",24586,0,223360
2019,6,13,984,1639,1696,0,23675,24131,28843,2932,181708,50019,0,102008,0,19955,"9,607","6,506",5792,0,459495
2019,6,14,4656,16904,23352,0,57823,35072,147245,10662,540911,139066,0,214490,84,25687,"32,074","29,129",11994,0,1289149
2019,6,15,1609,33012,29857,0,80081,52943,265144,20062,939175,255008,0,408789,1820,62222,"58,278","55,709",20447,0,2284156
2019,6,16,16594,3320,3359,0,11238,551,4920,719,60679,19444,0,27631,20059,57296,"14,956","12,004",12853,0,265623
2019,6,17,39,337,1238,0,2756,342,7751,1369,62038,14770,0,13435,7331,5741,"2,348","1,983",3514,0,124992
2019,6,18,1131,14382,13091,0,100193,70277,40155,990,105849,32107,0,41942,39428,2103,"7,940","9,242",7093,0,485923
2019,6,19,4834,21580,49967,0,245806,141404,74430,1728,104237,43060,0,73281,38184,26171,"8,174","8,336",24811,0,866003
2019,6,20,7895,20376,46815,0,256159,137935,95813,2783,149173,57269,0,82970,50314,52349,"16,055","12,414",37376,0,1025696
2019,6,21,15327,25302,62728,0,295000,165371,135364,4555,288269,90055,0,137510,89820,53539,"23,180","15,256",55132,0,1456408
2019,6,22,17975,19794,42162,0,279850,115830,120814,4652,329931,75389,0,126124,82224,56612,"22,015","15,854",41999,0,1351225
2019,6,23,11017,10376,27664,0,109504,38550,72282,5452,273436,80356,0,134287,93531,27845,"17,931","11,365",28106,0,941702
2019,6,24,2993,9084,16162,0,26869,491,11516,1522,80839,20209,0,26397,22288,84,"3,035","3,343",22471,0,247303
2019,6,25,2451,4936,4930,0,4368,4918,39523,1546,125987,37348,0,68644,55320,3238,"9,947","9,645",5037,0,377838
2019,6,26,578,2686,3272,0,35898,31874,52558,1278,147649,41929,0,78005,69846,15808,"4,596","6,067",2588,0,494632
2019,6,27,954,3892,9798,0,59741,35260,70456,3397,168195,40973,0,86900,90148,9196,"8,086","11,011",7797,0,605804
2019,6,28,93,4640,5171,0,19205,23469,63797,1627,204064,59631,0,110487,80486,2191,"10,763","10,176",9952,0,605752
2019,6,29,537,4536,11267,0,58869,27266,44312,1595,127558,39536,0,76594,48821,4155,"9,265","10,338",17422,0,482071
2019,6,30,341,9581,9479,0,38491,21812,28354,1327,95954,35239,0,93974,64366,10067,"3,816","5,378",7171,0,425350
2019,7,1,"9,302","8,580","11,421","36,019","22,226","3,166","26,973","2,593","123,877","46,149",0,"98,977","84,565","14,824","7,521","7,665","2,139",0,505997
2019,7,2,"10,433","19,374","14,144","61,447","42,635","39,377","154,393","14,376","616,880","157,711",0,"8,291","265,167","13,869","27,665","30,726","6,658",0,1483146
2019,7,3,104,"2,299","6,307","118,850","237,170","109,163","161,678","11,594","508,297","125,019",0,0,"228,875","12,072","23,926","26,531","3,932",0,1575817
2019,7,4,"1,395","10,636","24,045","246,352","291,489","115,370","111,433","5,782","311,185","87,305",0,"70,865","206,130","11,974","17,057","17,650","7,730",0,1536398
2019,7,5,"21,892","64,988","93,126","382,578","330,182","138,285","148,993","8,330","397,883","110,961",0,"203,173","151,530","46,277","19,261","16,564","43,919",0,2177942
2019,7,6,"27,920","63,547","99,454","385,278","285,646","135,359","90,533","5,051","309,002","111,200",0,"253,530","167,753","59,555","21,693","20,609","43,490",0,2079620
2019,7,7,"14,196","9,476","80,414","389,164","277,578","138,639","128,231","5,586","451,970","112,609",0,"245,591","173,092","34,516","19,357","18,760","48,930",0,2148109
2019,7,8,"3,412","13,067","37,278","340,645","284,185","129,880","128,503","6,065","401,580","87,847",0,"199,675","128,198","32,789","11,798","14,371","38,359",0,1857652
2019,7,9,"5,815","20,282","53,531","357,064","290,350","105,704","138,843","7,312","433,631","109,452",0,"209,979","156,573","51,641","25,154","18,569","48,720",0,2032620
2019,7,10,"1,486","35,291","66,471","377,846","292,235","111,182","196,141","12,773","624,719","159,928",0,"224,136","165,751","54,714","29,760","21,204","29,204",0,2402841
2019,7,11,"1,191","9,184","11,712","98,963","94,250","48,790","83,447","4,708","269,027","79,228",0,"176,678","161,573","20,701","14,360","13,557","13,012",0,1100381
2019,7,12,"1,610","15,451","19,806","200,436","178,225","83,550","91,545","3,966","323,493","96,976",0,"168,068","144,272","17,068","14,873","12,965","27,009",0,1399313
2019,7,13,"11,691","48,536","85,682","479,163","319,602","130,005","171,821","7,604","513,188","132,412",0,"215,291","129,231","50,753","20,446","15,375","56,895",0,2387695
2019,7,14,"18,219","37,566","52,267","332,458","175,236","108,034","96,892","2,605","263,707","65,532",0,"109,541","77,250","50,636","16,243","12,819","35,410",0,1454415
2019,7,15,588,"4,129","5,501","34,469","13,074","5,407","13,511",768,"32,631","7,789",0,"11,748","9,591","13,420","2,217","2,468","6,952",0,164263
2019,7,16,"6,674","27,034","36,784","194,316","89,766","16,131","35,410","3,135","165,752","42,444",0,"69,204","85,315","29,130","4,615","4,545","4,108",0,814363
2019,7,17,"35,598","62,093","83,825","466,240","263,100","50,919","144,817","9,174","366,798","78,794",0,"100,952","85,704","84,343","66,034","55,620","81,980",0,2035991
2019,7,18,"12,698","19,405","38,894","209,348","78,548","29,315","120,822","8,027","408,169","81,785",0,"67,378","47,676","68,135","55,185","53,935","28,183",0,1327503
2019,7,19,"4,592","23,484","28,062","169,713","100,191","47,249","56,629","3,174","189,390","53,127",0,"87,137","88,285","44,150","20,178","15,275","20,553",0,951189
2019,7,20,"3,576","15,361","26,846","275,660","226,522","93,892","130,619","8,381","421,086","118,582",0,"210,746","180,735","17,495","8,229","20,288","26,939",0,1784957
2019,7,21,486,"8,479","11,854","117,931","100,210","68,478","84,800","3,851","270,831","84,869",0,"143,792","123,528","5,655","7,968","14,081","18,958",0,1065771
2019,7,22,714,"6,997","7,478","44,568","22,247","12,838","70,311","2,265","237,737","62,038",0,"121,084","101,589","5,490","4,788","13,775","9,556",0,723475
2019,7,23,0,"3,671","5,632","27,810","6,115","5,164","12,746",961,"35,351","25,210",0,"60,254","45,069",671,873,"2,377","1,135",0,233039
2019,7,24,"1,437","12,045","9,626","61,322","30,336","28,719","24,986","1,817","52,227","16,724",0,"33,955","23,801",576,"1,235","3,091","5,570",0,307467
2019,7,25,767,"9,857","14,027","97,622","74,523","51,574","37,074","1,419","81,645","25,010",0,"36,615","23,964","6,057","1,813","5,453","17,002",0,484422
2019,7,26,598,"15,495","13,552","101,936","72,467","53,117","56,985","1,676","83,843","35,361",0,"63,425","30,547","10,215","3,706","6,827","5,989",0,555739
2019,7,27,226,"1,149","2,907","28,361","12,988","16,534","31,202","1,135","111,895","35,129",0,"56,807","36,425","3,358","4,357","6,989","5,145",0,354607
2019,7,28,360,"1,345","3,086","9,218","4,164","2,918","4,363",768,"25,696","7,720",0,"8,995","10,311","9,749",725,"1,948","1,346",0,92712
2019,7,29,304,640,"2,233","5,921","4,820","7,163","23,207","2,059","93,916","24,347",0,"41,248","37,839","30,460",373,934,"1,942",0,277406
2019,7,30,"4,871","3,428","4,923","3,212","3,111","1,735","12,257","1,531","68,314","17,510",0,"29,107","24,497","23,581",300,"1,310","1,475",0,201162
2019,7,31,"9,174","18,247","23,100","14,905","9,740","2,408","5,435",554,"20,760","6,676",0,"13,308","9,018","18,668",476,"1,376","9,474",0,163319
2019,8,1,11001,2984,5431,13366,6684,1970,3447,229,16855,6754,0,15770,17003,6140,2051,1403,1485,0,112573
2019,8,2,8054,9046,32716,189746,97871,2442,10742,1459,52061,13975,0,35055,29336,4109,4890,1466,5918,0,498886
2019,8,3,1429,12628,52988,281996,117963,32800,86097,6907,317255,78094,0,121534,63971,2642,6993,6622,20010,0,1209929
2019,8,4,9160,4194,26676,109143,37713,337,5236,753,48002,17132,0,28478,37495,5003,15323,15237,7891,0,367773
