核准年月,行業代碼,行業名稱,件數,金額-千美元
10701,G4752,化粧品零售業,3,602.4023
10701,G4763,玩具、娛樂用品零售業,1,182.454
10701,G4831,電腦及其週邊設備、軟體零售業,1,16.9627
10701,G4832,通訊設備零售業,1,313.8209
10701,G4843,汽機車零配件、用品零售業,0,13.6841
10701,G4852,其他全新商品零售業,1,9.1227
10701,G4871,電子購物及郵購業,1,30.409
10701,G4879,未分類其他無店面零售業,3,2007.359
10701,H5232,海洋貨運承攬業,1,228.0675
10701,H5233,航空貨運承攬業,1,152.045
10701,H5241,停車場業,1,152.045
10701,I5610,餐館業,26,9728.5086
10701,I5621,非酒精飲料店業,1,15.2045
10701,J5813,書籍出版業,1,5.5831
10701,J5911,影片製作業,5,101.1708
10701,J6100,電信業,0,814.9612
10701,J6201,電腦軟體設計業,6,3266.0952
10701,J6202,電腦系統整合服務業,8,1790.8925
10701,J6209,其他電腦系統設計服務業,2,44941.0254
10701,J6312,資料處理、網站代管及相關服務業,5,11189.9587
10701,J6399,未分類其他資訊供應服務業,19,3472.6458
10701,K6412,銀行業,0,14.3248
10701,K6420,金融控股業,2,4579.5956
10701,K6499,未分類其他金融中介業,5,15239.7498
10701,K6631,投資顧問業,15,13088.2966
10701,K7401,投資顧問業,2,1079.5195
10701,L6700,不動產開發業,0,63.4289
10701,L6811,不動產租售業,10,13830.1405
10701,M7020,管理顧問業,13,10243.3925
10701,M7112,工程服務及相關技術顧問業,1,91.227
10701,M7210,自然及工程科學研究發展服務業,2,570.1688
10701,M7230,綜合研究發展服務業,1,2777.8623
10701,M7311,一般廣告業,1,3.0409
10701,M7401,室內設計業,2,3022.6547
10701,M7409,其他專門設計服務業,3,1934.0125
10701,M7601,攝影業,3,547.362
10701,M7603,藝人及模特兒等經紀業,1,1.2164
10701,M7609,未分類其他專業、科學及技術服務業,3,480.4623
10701,N7802,人力派遣業,2,258.4765
10701,N7900,旅行業,1,182.454
10701,N8202,會議及展覽服務業,1,182.454
10701,N8209,其他業務及辦公室支援服務業,1,387.5323
10701,P8571,外語教育服務業,1,15.2045
10701,P8573,運動及休閒教育服務業,1,15.2045
10701,P8579,未分類其他教育服務業,1,145.9632
10701,R9039,其他藝術表演輔助服務業,3,1457.3515
10701,R9329,其他娛樂及休閒服務業,0,69.1428
10701,S0000,,1,182.454
10701,S9512,汽車美容業,1,10.6432
10701,S9610,洗衣業,1,182.454
10701,S9620,理髮及美容業,2,66.8998
10702,A0321,海面養殖業,1,34
10702,C0891,烘焙炊蒸食品製造業,0,24.4338
10702,C0899,未分類其他食品製造業,1,102
10702,C0920,非酒精飲料製造業,1,6.0818
10702,C1151,紡織製成品製造業,1,18.2454
10702,C1841,合成樹脂及塑膠製造業,1,1976.5851
10702,C2003,生物藥品製造業,0,4233.4523
10702,C2102,工業用橡膠製品製造業,1,760.225
10702,C2209,其他塑膠製品製造業,2,222
10702,C2311,平板玻璃及其製品製造業,0,27.6314
10702,C2592,金屬彈簧製造業,0,328.4172
10702,C2611,積體電路製造業,0,54.128
10702,C2699,未分類其他電子零組件製造業,2,3650.2441
10702,C2719,其他電腦週邊設備製造業,0,1064.3963
10702,C2721,電話及手機製造業,2,1262
10702,C2729,其他通訊傳播設備製造業,0,273.681
10702,C2740,資料儲存媒體製造業,1,171
10702,C2751,量測、導航及控制設備製造業,1,775.4295
10702,C2779,其他光學儀器及設備製造業,2,1590.0867
10702,C2820,電池製造業,1,1216.36
10702,C2939,其他通用機械設備製造業,2,358
10702,C3132,自行車零件製造業,1,125.6574
10702,C3329,其他醫療器材及用品製造業,0,15.2046
10702,F4331,機電、電信及電路設備安裝業,1,15.2045
10702,F4332,冷凍、空調及管道工程業,1,17
10702,G45,批發業,0,991.4551
10702,G4520,綜合商品批發業,16,3132
10702,G4546,菸酒批發業,1,18.6323
10702,G4548,咖啡、茶葉及香料批發業,1,6.0818
10702,G4549,其他食品批發業,9,1469.9711
10702,G4552,服裝及其配件批發業,3,48.6544
10702,G4561,家庭電器批發業,1,62.0344
10702,G4563,家飾品批發業,1,15.2045
10702,G4569,其他家庭器具及用品批發業,6,1322.7915
10702,G4571,藥品及醫療用品批發業,2,1070.7769
10702,G4572,化粧品批發業,2,349.7035
10702,G4581,書籍、文具批發業,1,182.454
10702,G4612,磚瓦、砂石、水泥及其製品批發業,1,15.2045
10702,G4614,漆料、塗料批發業,1,304.09
10702,G4615,金屬建材批發業,2,30.409
10702,G4621,化學原料批發業,0,7.9063
10702,G4622,化學製品批發業,1,304.09
10702,G4641,電腦及其週邊設備、軟體批發業,2,189.7522
10702,G4642,電子設備及其零組件批發業,4,532.9177
10702,G4643,農用及工業用機械設備批發業,1,46.5258
10702,G4649,其他機械器具批發業,4,187.0154
10702,G4653,汽機車零配件、用品批發業,2,197.9626
10702,G4699,未分類其他專賣批發業,2,6.9941
10702,G4711,食品飲料為主之綜合商品零售業,0,799.0604
10702,G4719,其他綜合商品零售業,1,6081.8003
10702,G4729,其他食品及飲料、菸草製品零售業,7,473.1641
10702,G4732,服裝及其配件零售業,1,182.454
10702,G4744,鐘錶及眼鏡零售業,1,15.2045
10702,G4749,其他家庭器具及用品零售業,1,182.454
10702,G4751,藥品及醫療用品零售業,1,111.648
10702,G4752,化粧品零售業,1,7.6023
10702,G4762,運動用品、器材零售業,3,2021.8945
10702,G4831,電腦及其週邊設備、軟體零售業,1,30.409
10702,G4832,通訊設備零售業,1,9.1227
10702,G4871,電子購物及郵購業,1,182.454
10702,H4940,汽車貨運業,2,1064.4063
10702,I5610,餐館業,16,1263.4941
10702,J5813,書籍出版業,1,4.3789
10702,J5911,影片製作業,4,3501.0139
10702,J5913,影片發行業,1,102
10702,J6201,電腦軟體設計業,8,1119.3958
10702,J6202,電腦系統整合服務業,6,2336.9318
10702,J6209,其他電腦系統設計服務業,1,103.5107
10702,J6312,資料處理、網站代管及相關服務業,2,682.378
10702,J6399,未分類其他資訊供應服務業,1,419.6889
10702,K6412,銀行業,0,51181
10702,K6420,金融控股業,1,6249.0497
10702,K6499,未分類其他金融中介業,6,33574.4315
10702,K6510,人身保險業,0,5.2784
10702,K6611,證券商,0,5698
10702,K6631,投資顧問業,4,707439.3081
10702,K6639,其他金融輔助業,2,334.499
10702,K7202,電腦系統整合服務業,1,1337.3879
10702,L6700,不動產開發業,1,608.18
10702,L6811,不動產租售業,8,22032.2286
10702,M7020,管理顧問業,5,378.2158
10702,M7112,工程服務及相關技術顧問業,0,60.818
10702,M7210,自然及工程科學研究發展服務業,1,9.1227
10702,M7230,綜合研究發展服務業,0,3607.0099
10702,M7310,,1,3
10702,M7311,一般廣告業,1,304.09
10702,M7409,其他專門設計服務業,3,380.1125
10702,M7609,未分類其他專業、科學及技術服務業,9,17655.7127
10702,N7719,其他機械設備租賃業,1,203.2796
10702,N7900,旅行業,3,473.8939
10702,N8202,會議及展覽服務業,1,9.1227
10702,N8209,其他業務及辦公室支援服務業,1,1.5205
10702,P8573,運動及休閒教育服務業,1,182.454
10702,P8579,未分類其他教育服務業,3,34.9704
10702,R9031,藝術表演場所經營業,1,456.135
10702,R9329,其他娛樂及休閒服務業,3,182.454
10702,S0000,,3,3267.1431
10702,S9610,洗衣業,2,364.908
10703,C0920,非酒精飲料製造業,1,3.0409
10703,C1239,其他服飾品製造業,1,1318
10703,C1301,皮革、毛皮整製業,1,182.454
10703,C1302,鞋類製造業,1,3012
10703,C1520,紙容器製造業,1,15.2045
10703,C2209,其他塑膠製品製造業,2,234.1108
10703,C2322,黏土建築材料製造業,0,1124.4282
10703,C2544,金屬表面處理業,0,87.2595
10703,C2593,金屬線製品製造業,2,440.9305
10703,C2611,積體電路製造業,1,9457.6113
10703,C2699,未分類其他電子零組件製造業,3,31817.4097
10703,C2729,其他通訊傳播設備製造業,1,211.2233
10703,C2730,視聽電子產品製造業,0,821.043
10703,C2740,資料儲存媒體製造業,0,7.6023
10703,C2779,其他光學儀器及設備製造業,0,835.5879
10703,C2820,電池製造業,2,3532.273
10703,C2831,電線及電纜製造業,2,2272.7611
10703,C2928,電子及半導體生產用機械設備製造業,0,4.5614
10703,C2929,未分類其他專用機械設備製造業,1,69.9407
10703,C3010,汽車製造業,0,2500.5322
10703,C3030,汽車零件製造業,0,912.27
10703,C3190,未分類其他運輸工具及零件製造業,0,38
10703,C3329,其他醫療器材及用品製造業,0,814.6571
10703,C3391,珠寶及金工製品製造業,1,15.2045
10703,D3510,電力供應業,1,30.409
10703,F4100,建築工程業,1,307.1309
10703,F4331,機電、電信及電路設備安裝業,0,4648.3199
10703,F4332,冷凍、空調及管道工程業,0,373.864
10703,G45,批發業,1,629.1841
10703,G4520,綜合商品批發業,20,17762
10703,G4532,花卉批發業,1,6.0818
10703,G4546,菸酒批發業,0,121.636
10703,G4547,非酒精飲料批發業,1,30.409
10703,G4548,咖啡、茶葉及香料批發業,2,188.5358
10703,G4549,其他食品批發業,10,549.223
10703,G4551,布疋批發業,2,267.6293
10703,G4552,服裝及其配件批發業,3,547.362
10703,G4561,家庭電器批發業,0,23592.568
10703,G4564,家用攝影器材及光學產品批發業,1,188.5358
10703,G4565,鐘錶及眼鏡批發業,1,197.6585
10703,G4569,其他家庭器具及用品批發業,3,221.9857
10703,G4571,藥品及醫療用品批發業,0,456.135
10703,G4572,化粧品批發業,2,223.3541
10703,G4615,金屬建材批發業,0,41.2112
10703,G4619,其他建材批發業,4,402.9193
10703,G4621,化學原料批發業,1,15.2045
10703,G4622,化學製品批發業,3,364.0565
10703,G4641,電腦及其週邊設備、軟體批發業,3,1526.5318
10703,G4642,電子設備及其零組件批發業,7,2615.1741
10703,G4649,其他機械器具批發業,3,837.3118
10703,G4651,汽車批發業,0,2828.1891
10703,G4653,汽機車零配件、用品批發業,3,4469.2333
10703,G4691,回收物料批發業,1,91.227
10703,G4699,未分類其他專賣批發業,2,200.6994
10703,G4711,食品飲料為主之綜合商品零售業,1,4.5614
10703,G4719,其他綜合商品零售業,1,1067.3559
10703,G4729,其他食品及飲料、菸草製品零售業,10,742.2837
10703,G4732,服裝及其配件零售業,1,182.454
10703,G4741,家庭電器零售業,2,334.499
10703,G4743,家飾品零售業,1,364.908
10703,G4744,鐘錶及眼鏡零售業,1,15.2045
10703,G4749,其他家庭器具及用品零售業,4,675.0865
10703,G4751,藥品及醫療用品零售業,1,36484.1837
10703,G4752,化粧品零售業,1,15.2045
10703,G4762,運動用品、器材零售業,1,6.0818
10703,G4831,電腦及其週邊設備、軟體零售業,2,123.0227
10703,G4871,電子購物及郵購業,6,574.9126
10703,G4879,未分類其他無店面零售業,0,24.3272
10703,H5101,民用航空運輸業,1,17
10703,H5232,海洋貨運承攬業,1,272.0389
10703,H5233,航空貨運承攬業,2,1665.589
10703,H5301,普通倉儲業,0,296.4878
10703,I5610,餐館業,26,4832.5986
10703,I5621,非酒精飲料店業,1,48.6544
10703,J5813,書籍出版業,1,184.2785
10703,J5820,軟體出版業,2,2159.3304
10703,J5911,影片製作業,1,182.454
10703,J5913,影片發行業,2,188
10703,J6100,電信業,0,36.4908
10703,J6201,電腦軟體設計業,13,2325.3986
10703,J6202,電腦系統整合服務業,3,54.7362
10703,J6209,其他電腦系統設計服務業,5,267.5992
10703,J6312,資料處理、網站代管及相關服務業,1,4883.6855
10703,J6399,未分類其他資訊供應服務業,8,3528.3559
10703,K6499,未分類其他金融中介業,9,12984.7892
10703,K6510,人身保險業,0,612626.8366
10703,K6631,投資顧問業,9,4771.2601
10703,L6700,不動產開發業,1,851.452
10703,L6811,不動產租售業,8,115706.6401
10703,L6812,不動產經紀業,1,60.818
10703,M7020,管理顧問業,11,21704.3089
10703,M7112,工程服務及相關技術顧問業,3,197.6586
10703,M7210,自然及工程科學研究發展服務業,5,2755.9678
10703,M7230,綜合研究發展服務業,0,7146.1153
10703,M7311,一般廣告業,8,594.8001
10703,M7312,戶外廣告業,0,7726.6231
10703,M7409,其他專門設計服務業,6,565.6074
10703,M7601,攝影業,2,197.6585
10703,M7602,翻譯服務業,0,3.0409
10703,M7603,藝人及模特兒等經紀業,0,12.1636
10703,M7609,未分類其他專業、科學及技術服務業,15,1587.8135
10703,N7719,其他機械設備租賃業,1,45.6135
10703,N7809,其他就業服務業,1,3.0409
10703,N8202,會議及展覽服務業,2,638.589
10703,N8209,其他業務及辦公室支援服務業,5,374.1523
10703,R9039,其他藝術表演輔助服務業,1,7.6023
10703,R9319,其他運動服務業,0,56.2567
10703,R9329,其他娛樂及休閒服務業,1,6.0818
10703,S9620,理髮及美容業,2,30.409
10704,C0892,麵條、粉條類食品製造業,1,152.045
10704,C0897,調理食品製造業,0,3062.7835
10704,C1112,毛紡紗業,3,306
10704,C1409,其他木竹製品製造業,1,8.5145
10704,C1841,合成樹脂及塑膠製造業,1,15.2045
10704,C1842,合成橡膠製造業,1,59.2976
10704,C1850,人造纖維製造業,1,306
10704,C2102,工業用橡膠製品製造業,0,2219.8571
10704,C2204,工業用塑膠製品製造業,0,608.18
10704,C2209,其他塑膠製品製造業,1,21.2863
10704,C2311,平板玻璃及其製品製造業,0,9.7519
10704,C2313,玻璃纖維製造業,1,988.2925
10704,C2399,未分類其他非金屬礦物製品製造業,0,1050.9351
10704,C2544,金屬表面處理業,1,298.0082
10704,C2599,未分類其他金屬製品製造業,1,34
10704,C2611,積體電路製造業,0,107.653
10704,C2692,電子管製造業,0,50074.4966
10704,C2699,未分類其他電子零組件製造業,4,9960.4672
10704,C2711,電腦製造業,0,1804
10704,C2719,其他電腦週邊設備製造業,4,130.7587
10704,C2721,電話及手機製造業,1,1179.8692
10704,C2751,量測、導航及控制設備製造業,1,3877.1476
10704,C2779,其他光學儀器及設備製造業,0,1407.2175
10704,C2810,發電、輸電、配電機械製造業,1,31.9295
10704,C2831,電線及電纜製造業,1,340
10704,C2929,未分類其他專用機械設備製造業,1,183.3663
10704,C2933,泵、壓縮機、活栓及活閥製造業,1,288.8855
10704,C3010,汽車製造業,0,2128.6301
