核准年月,行業代碼,行業名稱,件數,金額-千美元
10010,G4642,電子設備及其零組件批發業,2,4206.3311
10010,G4644,辦公用機械器具批發業,0,185.574
10010,G4649,其他機械器具批發業,1,3.6491
10010,G4651,汽車批發業,0,76.0225
10010,G4653,汽機車零配件、用品批發業,3,45.6135
10010,G4699,未分類其他專賣批發業,0,33.2467
10010,G4711,食品飲料為主之綜合商品零售業,11,462.2168
10010,G4731,布疋零售業,1,703.9684
10010,G4741,家庭電器零售業,0,0.4865
10010,G4831,電腦及其週邊設備、軟體零售業,0,78.1906
10010,G4861,食品、飲料及菸草製品之零售攤販業,0,1520.4501
10010,H5102,普通航空業,1,729.816
10010,H5232,海洋貨運承攬業,0,67.5548
10010,H5249,其他陸上運輸輔助業,1,248
10010,I5610,餐館業,4,165.7291
10010,J5812,雜誌（期刊）出版業,1,7.6023
10010,J6100,電信業,1,912.27
10010,J6201,電腦軟體設計業,3,50
10010,J6202,電腦系統整合服務業,2,8272.1054
10010,J6209,其他電腦系統設計服務業,1,15.2045
10010,J6399,未分類其他資訊供應服務業,0,1216.36
10010,K6420,金融控股業,0,3681.2228
10010,K6619,其他證券業,1,2128.6301
10010,K6621,期貨商,2,3492.1697
10010,K6629,其他期貨業,0,10.915
10010,K6631,投資顧問業,21,30815.6544
10010,K6640,基金管理業,1,13682.2259
10010,L6811,不動產租售業,8,16876.912
10010,L6812,不動產經紀業,2,3650
10010,M7020,管理顧問業,4,1339.0525
10010,M7112,工程服務及相關技術顧問業,1,1571.1814
10010,M7230,綜合研究發展服務業,1,152.045
10010,M7401,室內設計業,1,7.6023
10010,M7409,其他專門設計服務業,1,24.3272
10010,M7609,未分類其他專業、科學及技術服務業,0,2926.1493
10010,N7809,其他就業服務業,1,38.0113
10010,N8209,其他業務及辦公室支援服務業,1,3618.6711
10010,S0000,,1,1452.825
10010,S9599,未分類其他個人及家庭用品維修業,0,18.2454
10010,S9690,其他個人服務業,0,255.4033
10011,C0840,食用油脂製造業,1,3.0409
10011,C0850,乳品製造業,0,47.5183
10011,C0891,烘焙炊蒸食品製造業,0,5976.2761
10011,C0894,糖果製造業,4,5272.9208
10011,C0899,未分類其他食品製造業,1,4925.542
10011,C1112,毛紡紗業,0,382.2551
10011,C1611,印刷業,1,102.7824
10011,C1810,基本化學材料製造業,0,126.1974
10011,C1830,肥料製造業,1,15.2045
10011,C1841,合成樹脂及塑膠製造業,2,3861.095
10011,C1920,塗料、染料及顏料製造業,4,5436.1446
10011,C2101,輪胎製造業,0,3045.3661
10011,C2204,工業用塑膠製品製造業,4,1235.1014
10011,C2512,金屬模具製造業,0,30.409
10011,C2531,鍋爐、金屬貯槽及壓力容器製造業,1,5344.742
10011,C2591,螺絲、螺帽及鉚釘製造業,1,1049.1105
10011,C2599,未分類其他金屬製品製造業,0,28.1709
10011,C2611,積體電路製造業,0,208.8952
10011,C2699,未分類其他電子零組件製造業,30,51374.9696
10011,C2719,其他電腦週邊設備製造業,3,328.378
10011,C2730,視聽電子產品製造業,0,1106.8527
10011,C2740,資料儲存媒體製造業,0,912.27
10011,C2779,其他光學儀器及設備製造業,0,25.8477
10011,C2810,發電、輸電、配電機械製造業,0,45.6135
10011,C2842,照明器具製造業,0,504.5084
10011,C2929,未分類其他專用機械設備製造業,19,7572.1785
10011,C2936,事務機械設備製造業,4,4287.6691
10011,C2939,其他通用機械設備製造業,0,30.409
10011,C3010,汽車製造業,1,891.173
10011,C3030,汽車零件製造業,1,19176.8283
10011,C3190,未分類其他運輸工具及零件製造業,2,82129.1412
10011,C3219,其他非金屬家具製造業,0,152.045
10011,C3313,樂器製造業,1,75.4143
10011,C3329,其他醫療器材及用品製造業,1,3.0409
10011,C3399,其他未分類製造業,3,407.9064
10011,C3400,產業用機械設備維修及安裝業,1,304.09
10011,D3510,電力供應業,1,15.2045
10011,D3520,氣體燃料供應業,0,536.2871
10011,F4220,公用事業設施工程業,1,15.2045
10011,F4331,機電、電信及電路設備安裝業,0,5226.1974
10011,F4332,冷凍、空調及管道工程業,0,242.1553
10011,F4390,其他專門營造業,0,760.225
10011,G45,批發業,79,154412.1638
10011,G4543,水產品批發業,3,72.9816
10011,G4546,菸酒批發業,6,106.4315
10011,G4549,其他食品批發業,1,5976.7371
10011,G4551,布疋批發業,10,1045.1573
10011,G4559,其他服飾品批發業,1,3.0409
10011,G4561,家庭電器批發業,0,58.3853
10011,G4562,家具批發業,0,14.2922
10011,G4566,珠寶及貴金屬製品批發業,1,30.409
10011,G4572,化粧品批發業,2,1525.6196
10011,G4581,書籍、文具批發業,1,507.8115
10011,G4611,木製建材批發業,1,304.09
10011,G4615,金屬建材批發業,1,483.5031
10011,G4621,化學原料批發業,4,1018.7015
10011,G4622,化學製品批發業,1,91.9568
10011,G4641,電腦及其週邊設備、軟體批發業,13,7860.8724
10011,G4642,電子設備及其零組件批發業,0,64.395
10011,G4644,辦公用機械器具批發業,0,158.1268
10011,G4652,機車批發業,2,9655.0251
10011,G4653,汽機車零配件、用品批發業,0,130.7587
10011,G4699,未分類其他專賣批發業,1,49.4146
10011,G4711,食品飲料為主之綜合商品零售業,24,586.1462
10011,G4719,其他綜合商品零售業,0,2736.8101
10011,G4731,布疋零售業,1,30.409
10011,G4741,家庭電器零售業,0,508.2962
10011,G4879,未分類其他無店面零售業,3,1444.4275
10011,H5101,民用航空運輸業,0,2.5345
10011,H5220,船務代理業,0,15.2045
10011,H5233,航空貨運承攬業,1,121.636
10011,H5301,普通倉儲業,1,46.5258
10011,I5610,餐館業,1,916.8314
10011,I5690,其他餐飲業,1,0.6082
10011,J5812,雜誌（期刊）出版業,1,91.227
10011,J6100,電信業,0,304.09
10011,J6202,電腦系統整合服務業,1,5689.0311
10011,J6312,資料處理、網站代管及相關服務業,1,7.6023
10011,K6412,銀行業,0,364908.0128
10011,K6420,金融控股業,0,11252.8509
10011,K6619,其他證券業,0,2377.0607
10011,K6631,投資顧問業,14,8953.9304
10011,K6639,其他金融輔助業,0,273.681
10011,L6811,不動產租售業,6,51455.0707
10011,M7020,管理顧問業,6,1134.1496
10011,M7112,工程服務及相關技術顧問業,1,26.6742
10011,M7311,一般廣告業,2,4.4093
10011,M7409,其他專門設計服務業,0,179.1151
10011,M7609,未分類其他專業、科學及技術服務業,0,2432.7201
10011,N7732,錄影帶及碟片租賃業,1,304.09
10011,N7900,旅行業,3,331.7622
10011,R9101,圖書館及檔案保存業,1,3.0409
10011,R9319,其他運動服務業,0,17.8874
10011,S0000,,1,227.213
10011,S9523,視聽電子產品及家用電器修理業,0,1459.6321
10011,S9620,理髮及美容業,1,15.2045
10012,A0129,其他畜牧業,1,6.6176
10012,B0700,其他礦業及土石採取業,0,2846.298
10012,C0891,烘焙炊蒸食品製造業,1,165.4391
10012,C1140,印染整理業,0,109.8516
10012,C1239,其他服飾品製造業,2,215.0708
10012,C1309,其他皮革、毛皮製品製造業,0,7.2059
10012,C1599,未分類其他紙製品製造業,0,6994.7655
10012,C182,石油化工原料製造業,0,3351.7963
10012,C1920,塗料、染料及顏料製造業,1,8205.7798
10012,C1990,其他化學製品製造業,1,218.3796
10012,C2002,西藥製造業,4,2932.706
10012,C2101,輪胎製造業,0,98.5686
10012,C2203,塑膠日用品製造業,0,114.4448
10012,C2329,其他陶瓷製品製造業,1,124.0793
10012,C2399,未分類其他非金屬礦物製品製造業,7,81.2307
10012,C2412,鋼鐵鑄造業,1,494.0078
10012,C2512,金屬模具製造業,0,6848.6914
10012,C2531,鍋爐、金屬貯槽及壓力容器製造業,0,5214.6407
10012,C2611,積體電路製造業,0,2.6325
10012,C2692,電子管製造業,0,738.4914
10012,C2699,未分類其他電子零組件製造業,16,39688.7479
10012,C2751,量測、導航及控制設備製造業,2,297.7904
10012,C2779,其他光學儀器及設備製造業,6,4946.6294
10012,C2810,發電、輸電、配電機械製造業,0,493.0085
10012,C2820,電池製造業,0,627.0195
10012,C2842,照明器具製造業,1,833.8131
10012,C2859,其他家用電器製造業,2,1009.1786
10012,C2912,金屬切削工具機製造業,1,28230.5295
10012,C2929,未分類其他專用機械設備製造業,19,10729.9251
10012,C2931,原動機製造業,0,72.7926
10012,C2936,事務機械設備製造業,3,661.7564
10012,C3190,未分類其他運輸工具及零件製造業,2,16632.4575
10012,C3219,其他非金屬家具製造業,2,23.1615
10012,C3311,體育用品製造業,1,383.8187
10012,C3313,樂器製造業,7,559.184
10012,C3329,其他醫療器材及用品製造業,2,330.8782
10012,C3399,其他未分類製造業,6,896.68
10012,D3510,電力供應業,0,3568.4819
10012,F4331,機電、電信及電路設備安裝業,0,11382.2107
10012,F4390,其他專門營造業,0,338.7091
10012,G45,批發業,1,1290.9296
10012,G4520,綜合商品批發業,21,48964
10012,G4532,花卉批發業,0,479.7734
10012,G4541,蔬果批發業,1,149.8879
10012,G4544,冷凍調理食品批發業,0,82.7196
10012,G4546,菸酒批發業,6,139.4931
10012,G4547,非酒精飲料批發業,0,26.1718
10012,G4551,布疋批發業,10,109.5207
10012,G4552,服裝及其配件批發業,0,744.476
10012,G4562,家具批發業,4,135.6601
10012,G4564,家用攝影器材及光學產品批發業,0,13.2351
10012,G4566,珠寶及貴金屬製品批發業,7,532.7143
10012,G4569,其他家庭器具及用品批發業,0,661.7564
10012,G4571,藥品及醫療用品批發業,1,357.3485
10012,G4572,化粧品批發業,5,18236.3529
10012,G4581,書籍、文具批發業,0,24.1541
10012,G4615,金屬建材批發業,1,369.1963
10012,G4621,化學原料批發業,1,16.5439
10012,G4622,化學製品批發業,1,218.3797
10012,G4641,電腦及其週邊設備、軟體批發業,7,4239.2846
10012,G4642,電子設備及其零組件批發業,0,2536.2477
10012,G4644,辦公用機械器具批發業,0,3106.9465
10012,G4649,其他機械器具批發業,0,645.2125
10012,G4653,汽機車零配件、用品批發業,0,288.0295
10012,G4699,未分類其他專賣批發業,0,1570.4453
10012,G4711,食品飲料為主之綜合商品零售業,9,3749.0157
10012,G4719,其他綜合商品零售業,0,145.0729
10012,G4732,服裝及其配件零售業,0,3441.1334
10012,G4745,珠寶及貴金屬製品零售業,1,16.5439
10012,G4879,未分類其他無店面零售業,1,16.5439
10012,H5220,船務代理業,0,397.0539
10012,H5301,普通倉儲業,0,2580.8501
10012,I5510,短期住宿服務業,0,114.0537
10012,I5610,餐館業,3,165.4391
10012,J5820,軟體出版業,5,523.6148
10012,J6100,電信業,1,2415.411
10012,J6201,電腦軟體設計業,3,187
10012,J6202,電腦系統整合服務業,0,2185.1625
10012,J6312,資料處理、網站代管及相關服務業,1,16.5439
10012,J6399,未分類其他資訊供應服務業,0,99.2635
10012,K6412,銀行業,0,13035.8443
10012,K6420,金融控股業,0,3375.8083
10012,K6491,金融租賃業,0,513.6129
10012,K6510,人身保險業,3,58947.6184
10012,K6520,財產保險業,0,1322
10012,K6611,證券商,0,8933.7119
10012,K6619,其他證券業,0,1488.952
10012,K6631,投資顧問業,19,38361.7832
10012,K6639,其他金融輔助業,0,28124.6484
10012,L6700,不動產開發業,1,22391.7434
10012,L6811,不動產租售業,6,2104.3523
10012,M7020,管理顧問業,10,3453.4398
10012,M7112,工程服務及相關技術顧問業,3,18555.3195
10012,M7230,綜合研究發展服務業,2,198.5269
10012,M7311,一般廣告業,2,49.6317
10012,N8120,清潔服務業,0,3970.5386
10012,R9020,藝術表演業,2,198.5269
10012,S0000,,3,6516.5017
10101,C087,動物飼料配製業,29,3076.0542
10101,C0899,未分類其他食品製造業,4,75.5664
10101,C1239,其他服飾品製造業,2,425.726
10101,C1611,印刷業,0,490.3579
10101,C1810,基本化學材料製造業,1,1162.159
10101,C1841,合成樹脂及塑膠製造業,1,72.9816
10101,C2002,西藥製造業,0,2399.2702
10101,C2201,塑膠皮、板、管材製造業,1,93.161
10101,C2204,工業用塑膠製品製造業,0,729.816
10101,C2319,其他玻璃及其製品製造業,0,60.818
10101,C2531,鍋爐、金屬貯槽及壓力容器製造業,1,3650.7374
10101,C2599,未分類其他金屬製品製造業,0,149.0041
10101,C2611,積體電路製造業,0,30.409
10101,C2641,液晶面板及其組件製造業,0,606.7888
10101,C2699,未分類其他電子零組件製造業,9,6314.1877
10101,C2721,電話及手機製造業,0,3.4788
10101,C2820,電池製造業,0,912.27
10101,C2859,其他家用電器製造業,1,304.09
10101,C2928,電子及半導體生產用機械設備製造業,0,99.6789
10101,C2929,未分類其他專用機械設備製造業,1,1161.6238
10101,C2936,事務機械設備製造業,3,82.1043
10101,C3030,汽車零件製造業,1,30.409
10101,C3110,船舶及其零件製造業,1,1.5205
10101,C3190,未分類其他運輸工具及零件製造業,1,1216.36
10101,C3313,樂器製造業,3,1991.7896
10101,C3399,其他未分類製造業,2,44.0931
10101,C3400,產業用機械設備維修及安裝業,1,326.4558
10101,E3812,有害廢棄物清除業,0,45.6135
10101,F4100,建築工程業,0,9979.71
10101,F4331,機電、電信及電路設備安裝業,0,0
10101,G45,批發業,1,68515.1285
10101,G4520,綜合商品批發業,5,1786.37
10101,G4543,水產品批發業,1,228.0675
10101,G4547,非酒精飲料批發業,0,1824.5401
10101,G4549,其他食品批發業,0,1824.7164
10101,G4551,布疋批發業,9,898.586
10101,G4552,服裝及其配件批發業,0,79.0634
10101,G4562,家具批發業,2,60.818
10101,G4564,家用攝影器材及光學產品批發業,1,304.09
10101,G4566,珠寶及貴金屬製品批發業,3,228.0675
10101,G4571,藥品及醫療用品批發業,0,186.8838
10101,G4572,化粧品批發業,1,1459.6321
10101,G4614,漆料、塗料批發業,1,304.09
10101,G4619,其他建材批發業,2,33.4499
10101,G4622,化學製品批發業,0,547.362
10101,G4641,電腦及其週邊設備、軟體批發業,6,1222.9573
10101,G4642,電子設備及其零組件批發業,0,16.0131
10101,G4699,未分類其他專賣批發業,0,1264.8432
10101,G4711,食品飲料為主之綜合商品零售業,13,1421.9249
10101,G4729,其他食品及飲料、菸草製品零售業,1,608.18
10101,G4741,家庭電器零售業,1,60.818
10101,G4751,藥品及醫療用品零售業,1,165.4478
10101,G4831,電腦及其週邊設備、軟體零售業,2,310.1718
10101,H5241,停車場業,1,6516.3989
10101,I5610,餐館業,5,526.8694
10101,J6100,電信業,1,1334.1949
10101,J6202,電腦系統整合服務業,1,2299.7184
10101,J6312,資料處理、網站代管及相關服務業,1,127.7178
10101,K6412,銀行業,0,7318.45
10101,K6420,金融控股業,0,1354.7347
10101,K6494,信用卡業,0,53541.1282
10101,K6499,未分類其他金融中介業,2,681.95
10101,K6510,人身保險業,0,12781.9102
10101,K6629,其他期貨業,0,2328.6
10101,K6631,投資顧問業,11,25693.2949
10101,K6639,其他金融輔助業,0,706.929
10101,L6811,不動產租售業,1,927.4745
10101,M7020,管理顧問業,14,1103.9987
10101,M7401,室內設計業,4,456.135
10101,R9329,其他娛樂及休閒服務業,1,33.27
10101,S0000,,4,865.7573
10101,S9620,理髮及美容業,1,15.2045
10102,B0700,其他礦業及土石採取業,0,887.5482
10102,C0899,未分類其他食品製造業,0,6.0818
10102,C1599,未分類其他紙製品製造業,1,203
10102,C1611,印刷業,1,16.2439
10102,C1700,石油及煤製品製造業,0,350.3117
10102,C1810,基本化學材料製造業,3,153.0181
10102,C1920,塗料、染料及顏料製造業,0,66.17
10102,C2001,原料藥製造業,0,25.82
10102,C2422,鋁鑄造業,0,912.27
10102,C2591,螺絲、螺帽及鉚釘製造業,1,7.6023
10102,C2611,積體電路製造業,1,45.9176
10102,C2620,被動電子元件製造業,0,532.9834
10102,C2699,未分類其他電子零組件製造業,15,34158.7586
10102,C2719,其他電腦週邊設備製造業,1,60.818
10102,C2730,視聽電子產品製造業,0,8.4047
10102,C2752,鐘錶製造業,1,197.6585
10102,C281,發電、輸電、配電機械製造業,0,212.863
10102,C2842,照明器具製造業,2,9.1227
10102,C2929,未分類其他專用機械設備製造業,7,3025.9997
10102,C2936,事務機械設備製造業,4,243.272
10102,C3219,其他非金屬家具製造業,0,152.045
10102,C3313,樂器製造業,4,374.0307
10102,C3399,其他未分類製造業,1,3132.1271
10102,E3812,有害廢棄物清除業,1,9.1227
10102,F4332,冷凍、空調及管道工程業,0,119.6138
10102,F4390,其他專門營造業,0,304.09
10102,G45,批發業,0,70.3482
10102,G4520,綜合商品批發業,4,1854
10102,G4532,花卉批發業,1,2888.8551
10102,G4543,水產品批發業,0,133.7996
10102,G4546,菸酒批發業,1,15.2045
10102,G4549,其他食品批發業,1,15.2045
10102,G4551,布疋批發業,9,979.1698
10102,G4552,服裝及其配件批發業,0,80.074
10102,G4562,家具批發業,2,229.892
10102,G4566,珠寶及貴金屬製品批發業,3,45.6135
10102,G4571,藥品及醫療用品批發業,1,307.4958
10102,G4572,化粧品批發業,4,1619.2793
10102,G4621,化學原料批發業,1,304.09
10102,G4641,電腦及其週邊設備、軟體批發業,7,4032.2335
10102,G4642,電子設備及其零組件批發業,0,4056.804
10102,G4644,辦公用機械器具批發業,0,446.2521
10102,G4649,其他機械器具批發業,1,851.452
10102,G4651,汽車批發業,1,15.2045
10102,G4653,汽機車零配件、用品批發業,1,3.1017
10102,G4699,未分類其他專賣批發業,1,77.1543
10102,G4711,食品飲料為主之綜合商品零售業,18,423.1109
10102,G4731,布疋零售業,2,49.8708
10102,G4752,化粧品零售業,0,2195.5299
10102,G4879,未分類其他無店面零售業,1,182.454
10102,H5232,海洋貨運承攬業,2,331.8534
10102,H5233,航空貨運承攬業,1,94.2679
10102,I5610,餐館業,8,465.8659
10102,I5621,非酒精飲料店業,0,161.1677
10102,J5812,雜誌（期刊）出版業,1,745.0205
10102,J5813,書籍出版業,2,36.7949
10102,J5819,其他出版業,1,15.2045
10102,J5911,影片製作業,1,1520.4501
10102,J6202,電腦系統整合服務業,3,31554.1924
10102,K6420,金融控股業,0,14900.7754
10102,K6510,人身保險業,0,2030
10102,K6551,保險代理及經紀業,1,10351
10102,K6631,投資顧問業,12,40509.7461
10102,K6639,其他金融輔助業,1,0.0018
10102,L6811,不動產租售業,9,9813.2428
10102,M7020,管理顧問業,3,229.588
10102,M7112,工程服務及相關技術顧問業,2,33.4499
10102,M7210,自然及工程科學研究發展服務業,2,5528.3477
10102,M7311,一般廣告業,2,195.2349
10102,M7401,室內設計業,0,36.0103
10102,N7900,旅行業,1,957.8835
10102,N8202,會議及展覽服務業,1,7.6023
10102,R9039,其他藝術表演輔助服務業,1,15.2045
10102,R9329,其他娛樂及休閒服務業,3,86.041
10102,S0000,,1,18595.1042
10102,S9620,理髮及美容業,3,596.9287
10102,S9630,殯葬服務業,1,103.9988
10103,C0840,食用油脂製造業,0,311.3662
10103,C0870,動物飼料配製業,1,30.409
10103,C0894,糖果製造業,1,121.636
10103,C0919,其他酒精飲料製造業,0,889.4633
10103,C1119,其他紡紗業,0,2128.6301
10103,C1611,印刷業,1,246.3129
10103,C1810,基本化學材料製造業,1,4105.2152
10103,C1841,合成樹脂及塑膠製造業,0,60.818
10103,C1920,塗料、染料及顏料製造業,0,364.908
10103,C1940,化粧品製造業,1,425.726
10103,C1990,其他化學製品製造業,3,5282.0331
10103,C2003,生物藥品製造業,1,1672.4951
10103,C2102,工業用橡膠製品製造業,1,3308.4993
10103,C2202,塑膠膜袋製造業,1,60.818
10103,C2423,鋁材軋延、擠型、伸線業,1,21.8945
10103,C2531,鍋爐、金屬貯槽及壓力容器製造業,1,3896.6864
10103,C2544,金屬表面處理業,2,8311.574
10103,C2611,積體電路製造業,0,980.3303
10103,C2699,未分類其他電子零組件製造業,16,324458.8335
10103,C2719,其他電腦週邊設備製造業,2,408.3883
10103,C2751,量測、導航及控制設備製造業,0,181.1945
10103,C2771,照相機製造業,1,608.18
10103,C2779,其他光學儀器及設備製造業,0,1824.5401
10103,C2820,電池製造業,1,912.27
10103,C2831,電線及電纜製造業,1,64.6191
10103,C2929,未分類其他專用機械設備製造業,5,5400.6387
10103,C2936,事務機械設備製造業,6,498.7076
10103,C3010,汽車製造業,0,2239.2337
10103,C3132,自行車零件製造業,2,19.4618
10103,C3190,未分類其他運輸工具及零件製造業,0,1472.5508
10103,C3311,體育用品製造業,1,15.2045
10103,C3313,樂器製造業,6,947.2404
10103,C3329,其他醫療器材及用品製造業,4,147.4837
10103,C3399,其他未分類製造業,7,1681.6178
10103,F4331,機電、電信及電路設備安裝業,0,3072.2779
10103,F4332,冷凍、空調及管道工程業,3,596.1663
10103,G45,批發業,0,3664.315
10103,G4520,綜合商品批發業,8,2844
10103,G4532,花卉批發業,2,556.4847
10103,G4541,蔬果批發業,1,162.08
10103,G4544,冷凍調理食品批發業,3,668.998
10103,G4546,菸酒批發業,1,0.3041
10103,G4547,非酒精飲料批發業,0,732.8569
10103,G4548,咖啡、茶葉及香料批發業,0,42.3015
10103,G4551,布疋批發業,3,5656.0742
10103,G4559,其他服飾品批發業,3,405.9602
10103,G4561,家庭電器批發業,3,319.2945
10103,G4562,家具批發業,2,2901.0187
10103,G4566,珠寶及貴金屬製品批發業,2,304.09
10103,G4567,清潔用品批發業,2,4.4093
10103,G4571,藥品及醫療用品批發業,1,10.3391
10103,G4572,化粧品批發業,1,4.5614
10103,G4581,書籍、文具批發業,0,221.9857
10103,G4621,化學原料批發業,3,3956.211
10103,G4622,化學製品批發業,1,68.4203
10103,G4641,電腦及其週邊設備、軟體批發業,8,3529.0786
10103,G4642,電子設備及其零組件批發業,0,182.454
10103,G4653,汽機車零配件、用品批發業,1,30.409
10103,G4699,未分類其他專賣批發業,1,69.5758
10103,G4711,食品飲料為主之綜合商品零售業,12,120.7238
10103,G4719,其他綜合商品零售業,0,910.1554
10103,G4742,家具零售業,2,3664.2846
10103,G4752,化粧品零售業,1,15.2045
10103,G4831,電腦及其週邊設備、軟體零售業,3,992.8737
10103,G4861,食品、飲料及菸草製品之零售攤販業,0,3040.9001
10103,G4879,未分類其他無店面零售業,2,159.4952
10103,H5232,海洋貨運承攬業,2,942.679
10103,H5233,航空貨運承攬業,0,38.0113
10103,H5301,普通倉儲業,1,547.362
10103,I5510,短期住宿服務業,0,278.4172
10103,I5610,餐館業,10,2668.3899
10103,I5690,其他餐飲業,2,197.6585
10103,J5812,雜誌（期刊）出版業,1,91.227
10103,J6010,廣播業,1,7.2982
10103,J6100,電信業,0,172.9512
10103,J6201,電腦軟體設計業,1,1505.2456
10103,J6202,電腦系統整合服務業,3,23829.6514
10103,J6399,未分類其他資訊供應服務業,2,1.5204
10103,K6420,金融控股業,1,23017.3368
10103,K6491,金融租賃業,0,3040.9001
10103,K6499,未分類其他金融中介業,1,1184
10103,K6619,其他證券業,1,912.27
10103,K6629,其他期貨業,0,6.2168
10103,K6631,投資顧問業,18,45721.3644
10103,K6640,基金管理業,0,1368.2226
10103,L6811,不動產租售業,6,59299.6697
10103,M7020,管理顧問業,6,291.1731
10103,M7112,工程服務及相關技術顧問業,0,40.596
10103,M7121,環境檢測服務業,2,6.0818
10103,M7210,自然及工程科學研究發展服務業,1,1216.36
10103,M7311,一般廣告業,2,342.1013
10103,M7401,室內設計業,1,7.6026
10103,M7409,其他專門設計服務業,1,152.6532
10103,M7601,攝影業,1,30.409
10103,M7602,翻譯服務業,2,60.818
10103,M7609,未分類其他專業、科學及技術服務業,0,31929.4511
10103,N7900,旅行業,1,662.9162
10103,N8120,清潔服務業,1,60.818
10103,N8202,會議及展覽服務業,2,167.2495
10103,N8209,其他業務及辦公室支援服務業,1,106.4315
10103,R9020,藝術表演業,0,206.7812
10103,R9039,其他藝術表演輔助服務業,1,15.2045
10103,S0000,,1,370.874
10103,S9499,未分類其他組織,1,748.4176
10103,S9523,視聽電子產品及家用電器修理業,6,258.6072
10103,S9620,理髮及美容業,1,3.0409
10104,C0840,食用油脂製造業,1,0.9123
10104,C0870,動物飼料配製業,0,760.225
10104,C0894,糖果製造業,0,121.636
10104,C0899,未分類其他食品製造業,2,3393.5354
10104,C1599,未分類其他紙製品製造業,1,729.816
10104,C1611,印刷業,1,279.7628
10104,C1620,資料儲存媒體複製業,1,304.09
10104,C1920,塗料、染料及顏料製造業,1,391.7664
10104,C1940,化粧品製造業,2,60.818
10104,C1990,其他化學製品製造業,1,243.272
10104,C2002,西藥製造業,0,851.452
10104,C2202,塑膠膜袋製造業,1,69.3325
10104,C2203,塑膠日用品製造業,0,15569
10104,C2204,工業用塑膠製品製造業,1,60.818
10104,C2209,其他塑膠製品製造業,2,352.416
10104,C2412,鋼鐵鑄造業,1,456.135
10104,C2422,鋁鑄造業,0,2037.4031
10104,C2511,金屬手工具製造業,0,19.0664
10104,C2531,鍋爐、金屬貯槽及壓力容器製造業,1,37.251
10104,C2611,積體電路製造業,1,1294.0827
10104,C2630,印刷電路板製造業,0,677
10104,C2649,其他光電材料及元件製造業,1,1963
10104,C2699,未分類其他電子零組件製造業,13,5441.9945
10104,C2711,電腦製造業,0,34.4388
10104,C2719,其他電腦週邊設備製造業,1,352.5924
10104,C2721,電話及手機製造業,0,30.409
10104,C2751,量測、導航及控制設備製造業,1,297.7199
10104,C2771,照相機製造業,0,1216.36
10104,C2779,其他光學儀器及設備製造業,2,206.7812
10104,C2810,發電、輸電、配電機械製造業,0,608.18
10104,C2820,電池製造業,1,7195.4304
10104,C2842,照明器具製造業,0,448.8743
10104,C2929,未分類其他專用機械設備製造業,2,1512.8478
10104,C2936,事務機械設備製造業,8,284.9324
10104,C2937,污染防治設備製造業,1,63.8589
10104,C3313,樂器製造業,4,194.6176
10104,C3329,其他醫療器材及用品製造業,3,784.2481
10104,C3399,其他未分類製造業,2,69955.9069
10104,E3812,有害廢棄物清除業,0,1611.6771
10104,F4100,建築工程業,0,13538
10104,F4331,機電、電信及電路設備安裝業,0,153.8194
10104,G45,批發業,0,379.2306
10104,G4520,綜合商品批發業,2,2906
10104,G4543,水產品批發業,1,60.818
10104,G4544,冷凍調理食品批發業,1,2.7368
10104,G4546,菸酒批發業,1,3034.0581
10104,G4551,布疋批發業,3,318.6863
10104,G4559,其他服飾品批發業,1,15.2045
10104,G4562,家具批發業,5,342.1013
10104,G4566,珠寶及貴金屬製品批發業,3,626.4254
10104,G4567,清潔用品批發業,8,409.0011
10104,G4572,化粧品批發業,3,103.3906
10104,G4614,漆料、塗料批發業,2,383.1534
10104,G4619,其他建材批發業,1,912.27
10104,G4621,化學原料批發業,1,30.409
10104,G4641,電腦及其週邊設備、軟體批發業,6,1599.8187
10104,G4642,電子設備及其零組件批發業,1,3344.9901
10104,G4644,辦公用機械器具批發業,0,118.5951
10104,G4699,未分類其他專賣批發業,1,304.09
10104,G4711,食品飲料為主之綜合商品零售業,16,6908.9251
10104,G4732,服裝及其配件零售業,0,4.6526
10104,G4745,珠寶及貴金屬製品零售業,0,136.8405
10104,G4749,其他家庭器具及用品零售業,1,282840.5786
10104,G4752,化粧品零售業,1,15.2045
10104,G4831,電腦及其週邊設備、軟體零售業,0,91.227
10104,G4843,汽機車零配件、用品零售業,1,304.09
10104,G4879,未分類其他無店面零售業,3,139.8814
10104,H5101,民用航空運輸業,0,4.1098
10104,H5232,海洋貨運承攬業,1,228.0675
10104,H5301,普通倉儲業,1,31.3973
10104,I5610,餐館業,8,4317.1659
10104,J6100,電信業,0,298.0082
10104,J6201,電腦軟體設計業,1,158.1268
10104,J6202,電腦系統整合服務業,1,486.544
10104,J6209,其他電腦系統設計服務業,1,711.5706
10104,K6412,銀行業,1,304090.0106
10104,K6420,金融控股業,0,14.9799
10104,K6631,投資顧問業,10,14132.5228
10104,L6811,不動產租售業,7,5246.769
10104,M7020,管理顧問業,14,2301.4762
10104,M7129,其他技術檢測及分析服務業,1,15.2045
10104,M7311,一般廣告業,3,804.014
10104,M7401,室內設計業,1,41.0522
10104,M7409,其他專門設計服務業,0,279.7628
10104,M7609,未分類其他專業、科學及技術服務業,1,1.2164
10104,N7802,人力派遣業,2,179.4131
10104,S0000,,1,15.2045
10104,S9421,工商業團體,1,69.9407
